created,modified,gemeinde,faelle,infizierte,quelle
2020-06-02,,Stadt Duderstadt,26,2,3449
2020-06-02,,Gemeinde Friedland,2,0,3449
2020-06-02,,Samtgemeinde Gieboldehausen,23,6,3449
2020-06-02,,Gemeinde Gleichen,7,1,3449
2020-06-02,,Stadt Göttingen,229,67,3449
2020-06-02,,Stadt Hann. Münden,16,0,3449
2020-06-02,,Samtgemeinde Hattorf am Harz,43,4,3449
2020-06-02,,Stadt Herzberg am Harz,207,10,3449
2020-06-02,,Stadt Osterode am Harz,97,12,3449
2020-06-02,,Samtgemeinde Radolfshausen,4,2,3449
2020-06-02,,Gemeinde Rosdorf,20,11,3449
2020-06-02,,Gemeinde Staufenberg,5,1,3449
2020-06-02,,Gemeinde Walkenried,4,0,3449
2020-06-04,,Flecken Adelebsen,6,2,3463
2020-06-04,,Gemeinde Bad Grund (Harz),45,4,3463
2020-06-04,,Stadt Bad Lauterberg im Harz,83,4,3463
2020-06-04,,Stadt Bad Sachsa,76,3,3463
2020-06-04,,Flecken Bovenden,9,3,3463
2020-06-04,,Samtgemeinde Dransfeld,12,0,3463
2020-06-05,,Flecken Adelebsen,6,2,3471
2020-06-05,,Gemeinde Bad Grund (Harz),45,4,3471
2020-06-05,,Stadt Bad Lauterberg im Harz,83,4,3471
2020-06-05,,Stadt Bad Sachsa,76,3,3471
2020-06-05,,Flecken Bovenden,10,4,3471
2020-06-05,,Samtgemeinde Dransfeld,12,0,3471
2020-06-05,,Stadt Duderstadt,28,3,3471
2020-06-05,,Gemeinde Friedland,2,0,3471
2020-06-05,,Samtgemeinde Gieboldehausen,25,8,3471
2020-06-05,,Gemeinde Gleichen,7,1,3471
2020-06-05,,Stadt Göttingen,274,111,3471
2020-06-05,,Stadt Hann. Münden,16,0,3471
2020-06-05,,Samtgemeinde Hattorf am Harz,43,4,3471
2020-06-05,,Stadt Herzberg am Harz,207,9,3471
2020-06-05,,Stadt Osterode am Harz,98,9,3471
2020-06-05,,Samtgemeinde Radolfshausen,4,2,3471
2020-06-05,,Gemeinde Rosdorf,33,19,3471
2020-06-05,,Gemeinde Staufenberg,5,1,3471
2020-06-05,,Gemeinde Walkenried,4,0,3471
2020-06-07,,Flecken Adelebsen,6,2,3474
2020-06-07,,Gemeinde Bad Grund (Harz),45,4,3474
2020-06-07,,Stadt Bad Lauterberg im Harz,83,4,3474
2020-06-07,,Stadt Bad Sachsa,76,3,3474
2020-06-07,,Flecken Bovenden,10,4,3474
2020-06-07,,Samtgemeinde Dransfeld,12,0,3474
2020-06-07,,Stadt Duderstadt,35,10,3474
2020-06-07,,Gemeinde Friedland,2,0,3474
2020-06-07,,Samtgemeinde Gieboldehausen,25,8,3474
2020-06-07,,Gemeinde Gleichen,7,1,3474
2020-06-07,,Stadt Göttingen,312,146,3474
2020-06-07,,Stadt Hann. Münden,17,1,3474
2020-06-07,,Samtgemeinde Hattorf am Harz,43,3,3474
2020-06-07,,Stadt Herzberg am Harz,207,9,3474
2020-06-07,,Stadt Osterode am Harz,98,9,3474
2020-06-07,,Samtgemeinde Radolfshausen,4,2,3474
2020-06-07,,Gemeinde Rosdorf,33,18,3474
2020-06-07,,Gemeinde Staufenberg,6,2,3474
2020-06-07,,Gemeinde Walkenried,4,0,3474
2020-06-08,,Flecken Adelebsen,6,2,3478
2020-06-08,,Gemeinde Bad Grund (Harz),45,4,3478
2020-06-08,,Stadt Bad Lauterberg im Harz,83,4,3478
2020-06-08,,Stadt Bad Sachsa,76,3,3478
2020-06-08,,Flecken Bovenden,10,4,3478
2020-06-08,,Samtgemeinde Dransfeld,12,0,3478
2020-06-08,,Stadt Duderstadt,35,10,3478
2020-06-08,,Gemeinde Friedland,2,0,3478
2020-06-08,,Samtgemeinde Gieboldehausen,25,8,3478
2020-06-08,,Gemeinde Gleichen,7,1,3478
2020-06-08,,Stadt Göttingen,313,146,3478
2020-06-08,,Stadt Hann. Münden,17,1,3478
2020-06-08,,Samtgemeinde Hattorf am Harz,43,3,3478
2020-06-08,,Stadt Herzberg am Harz,207,9,3478
2020-06-08,,Stadt Osterode am Harz,98,9,3478
2020-06-08,,Samtgemeinde Radolfshausen,4,2,3478
2020-06-08,,Gemeinde Rosdorf,33,18,3478
2020-06-08,,Gemeinde Staufenberg,6,2,3478
2020-06-08,,Gemeinde Walkenried,4,0,3478
2020-06-09,,Flecken Adelebsen,6,2,3480
2020-06-09,,Gemeinde Bad Grund (Harz),45,4,3480
2020-06-09,,Stadt Bad Lauterberg im Harz,83,4,3480
2020-06-09,,Stadt Bad Sachsa,76,3,3480
2020-06-09,,Flecken Bovenden,10,4,3480
2020-06-09,,Samtgemeinde Dransfeld,12,0,3480
2020-06-09,,Stadt Duderstadt,35,10,3480
2020-06-09,,Gemeinde Friedland,2,0,3480
2020-06-09,,Samtgemeinde Gieboldehausen,25,7,3480
2020-06-09,,Gemeinde Gleichen,7,1,3480
2020-06-09,,Stadt Göttingen,316,137,3480
2020-06-09,,Stadt Hann. Münden,17,1,3480
2020-06-09,,Samtgemeinde Hattorf am Harz,43,3,3480
2020-06-09,,Stadt Herzberg am Harz,207,9,3480
2020-06-09,,Stadt Osterode am Harz,98,9,3480
2020-06-09,,Samtgemeinde Radolfshausen,4,2,3480
2020-06-09,,Gemeinde Rosdorf,33,17,3480
2020-06-09,,Gemeinde Staufenberg,6,2,3480
2020-06-09,,Gemeinde Walkenried,4,0,3480
2020-06-10,,Flecken Adelebsen,6,2,3482
2020-06-10,,Gemeinde Bad Grund (Harz),45,4,3482
2020-06-10,,Stadt Bad Lauterberg im Harz,83,4,3482
2020-06-10,,Stadt Bad Sachsa,76,2,3482
2020-06-10,,Flecken Bovenden,11,4,3482
2020-06-10,,Samtgemeinde Dransfeld,12,0,3482
2020-06-10,,Stadt Duderstadt,35,10,3482
2020-06-10,,Gemeinde Friedland,2,0,3482
2020-06-10,,Samtgemeinde Gieboldehausen,27,9,3482
2020-06-10,,Gemeinde Gleichen,9,3,3482
2020-06-10,,Stadt Göttingen,319,126,3482
2020-06-10,,Stadt Hann. Münden,17,1,3482
2020-06-10,,Samtgemeinde Hattorf am Harz,43,1,3482
2020-06-10,,Stadt Herzberg am Harz,207,9,3482
2020-06-10,,Stadt Osterode am Harz,98,9,3482
2020-06-10,,Samtgemeinde Radolfshausen,4,1,3482
2020-06-10,,Gemeinde Rosdorf,33,17,3482
2020-06-10,,Gemeinde Staufenberg,6,2,3482
2020-06-10,,Gemeinde Walkenried,4,0,3482
2020-06-11,,Flecken Adelebsen,6,2,3491
2020-06-11,,Gemeinde Bad Grund (Harz),45,4,3491
2020-06-11,,Stadt Bad Lauterberg im Harz,83,3,3491
2020-06-11,,Stadt Bad Sachsa,76,2,3491
2020-06-11,,Flecken Bovenden,12,5,3491
2020-06-11,,Samtgemeinde Dransfeld,12,0,3491
2020-06-11,,Stadt Duderstadt,35,10,3491
2020-06-11,,Gemeinde Friedland,2,0,3491
2020-06-11,,Samtgemeinde Gieboldehausen,28,8,3491
2020-06-11,,Gemeinde Gleichen,10,3,3491
2020-06-11,,Stadt Göttingen,319,107,3491
2020-06-11,,Stadt Hann. Münden,17,1,3491
2020-06-11,,Samtgemeinde Hattorf am Harz,43,1,3491
2020-06-11,,Stadt Herzberg am Harz,207,9,3491
2020-06-11,,Stadt Osterode am Harz,98,9,3491
2020-06-11,,Samtgemeinde Radolfshausen,4,0,3491
2020-06-11,,Gemeinde Rosdorf,33,17,3491
2020-06-11,,Gemeinde Staufenberg,6,2,3491
2020-06-11,,Gemeinde Walkenried,4,0,3491
2020-06-13,,Flecken Adelebsen,6,2,3500
2020-06-13,,Gemeinde Bad Grund (Harz),45,4,3500
2020-06-13,,Stadt Bad Lauterberg im Harz,83,3,3500
2020-06-13,,Stadt Bad Sachsa,76,2,3500
2020-06-13,,Flecken Bovenden,14,6,3500
2020-06-13,,Samtgemeinde Dransfeld,12,0,3500
2020-06-13,,Stadt Duderstadt,36,10,3500
2020-06-13,,Gemeinde Friedland,2,0,3500
2020-06-13,,Samtgemeinde Gieboldehausen,34,14,3500
2020-06-13,,Gemeinde Gleichen,11,4,3500
2020-06-13,,Stadt Göttingen,329,106,3500
2020-06-13,,Stadt Hann. Münden,18,2,3500
2020-06-13,,Samtgemeinde Hattorf am Harz,43,1,3500
2020-06-13,,Stadt Herzberg am Harz,207,9,3500
2020-06-13,,Stadt Osterode am Harz,98,9,3500
2020-06-13,,Samtgemeinde Radolfshausen,4,0,3500
2020-06-13,,Gemeinde Rosdorf,33,15,3500
2020-06-13,,Gemeinde Staufenberg,6,2,3500
2020-06-13,,Gemeinde Walkenried,4,0,3500
2020-06-14,2020-06-18,Flecken Adelebsen,6,2,3501
2020-06-14,2020-06-18,Gemeinde Bad Grund (Harz),45,4,3501
2020-06-14,2020-06-18,Stadt Bad Lauterberg im Harz,83,3,3501
2020-06-14,2020-06-18,Stadt Bad Sachsa,76,2,3501
2020-06-14,2020-06-18,Flecken Bovenden,14,6,3501
2020-06-14,2020-06-18,Samtgemeinde Dransfeld,12,0,3501
2020-06-14,2020-06-18,Stadt Duderstadt,36,10,3501
2020-06-14,2020-06-18,Gemeinde Friedland,2,0,3501
2020-06-14,2020-06-18,Samtgemeinde Gieboldehausen,34,14,3501
2020-06-14,2020-06-18,Gemeinde Gleichen,15,8,3501
2020-06-14,2020-06-18,Stadt Göttingen,336,113,3501
2020-06-14,2020-06-18,Stadt Hann. Münden,18,2,3501
2020-06-14,2020-06-18,Samtgemeinde Hattorf am Harz,43,1,3501
2020-06-14,2020-06-18,Stadt Herzberg am Harz,207,9,3501
2020-06-14,2020-06-18,Stadt Osterode am Harz,98,9,3501
2020-06-14,2020-06-18,Samtgemeinde Radolfshausen,4,0,3501
2020-06-14,2020-06-18,Gemeinde Rosdorf,33,15,3501
2020-06-14,2020-06-18,Gemeinde Staufenberg,6,2,3501
2020-06-14,2020-06-18,Gemeinde Walkenried,4,0,3501
2020-06-15,2020-06-18,Flecken Adelebsen,6,2,3505
2020-06-15,2020-06-18,Gemeinde Bad Grund (Harz),45,4,3505
2020-06-15,2020-06-18,Stadt Bad Lauterberg im Harz,83,3,3505
2020-06-15,2020-06-18,Stadt Bad Sachsa,76,2,3505
2020-06-15,2020-06-18,Flecken Bovenden,14,6,3505
2020-06-15,2020-06-18,Samtgemeinde Dransfeld,12,0,3505
2020-06-15,2020-06-18,Stadt Duderstadt,36,10,3505
2020-06-15,2020-06-18,Gemeinde Friedland,2,0,3505
2020-06-15,2020-06-18,Samtgemeinde Gieboldehausen,34,14,3505
2020-06-15,2020-06-18,Gemeinde Gleichen,15,8,3505
2020-06-15,2020-06-18,Stadt Göttingen,335,112,3505
2020-06-15,2020-06-18,Stadt Hann. Münden,18,2,3505
2020-06-15,2020-06-18,Samtgemeinde Hattorf am Harz,43,1,3505
2020-06-15,2020-06-18,Stadt Herzberg am Harz,207,9,3505
2020-06-15,2020-06-18,Stadt Osterode am Harz,98,9,3505
2020-06-15,2020-06-18,Samtgemeinde Radolfshausen,4,0,3505
2020-06-15,2020-06-18,Gemeinde Rosdorf,33,15,3505
2020-06-15,2020-06-18,Gemeinde Staufenberg,6,2,3505
2020-06-15,2020-06-18,Gemeinde Walkenried,4,0,3505
2020-06-16,,Flecken Adelebsen,6,2,3506
2020-06-16,,Gemeinde Bad Grund (Harz),45,4,3506
2020-06-16,,Stadt Bad Lauterberg im Harz,83,3,3506
2020-06-16,,Stadt Bad Sachsa,76,2,3506
2020-06-16,,Flecken Bovenden,14,6,3506
2020-06-16,,Samtgemeinde Dransfeld,12,0,3506
2020-06-16,,Stadt Duderstadt,36,10,3506
2020-06-16,,Gemeinde Friedland,2,0,3506
2020-06-16,,Samtgemeinde Gieboldehausen,34,14,3506
2020-06-16,,Gemeinde Gleichen,15,8,3506
2020-06-16,,Stadt Göttingen,335,112,3506
2020-06-16,,Stadt Hann. Münden,18,2,3506
2020-06-16,,Samtgemeinde Hattorf am Harz,43,1,3506
2020-06-16,,Stadt Herzberg am Harz,207,9,3506
2020-06-16,,Stadt Osterode am Harz,98,9,3506
2020-06-16,,Samtgemeinde Radolfshausen,4,0,3506
2020-06-16,,Gemeinde Rosdorf,33,15,3506
2020-06-16,,Gemeinde Staufenberg,6,2,3506
2020-06-16,,Gemeinde Walkenried,4,0,3506
2020-06-17,2020-06-18,Flecken Adelebsen,7,3,3508
2020-06-17,2020-06-18,Gemeinde Bad Grund (Harz),45,4,3508
2020-06-17,2020-06-18,Stadt Bad Lauterberg im Harz,83,3,3508
2020-06-17,2020-06-18,Stadt Bad Sachsa,76,2,3508
2020-06-17,2020-06-18,Flecken Bovenden,14,5,3508
2020-06-17,2020-06-18,Samtgemeinde Dransfeld,12,0,3508
2020-06-19,,Flecken Adelebsen,7,3,3516
2020-06-19,,Gemeinde Bad Grund (Harz),45,4,3516
2020-06-19,,Stadt Bad Lauterberg im Harz,83,3,3516
2020-06-19,,Stadt Bad Sachsa,76,2,3516
2020-06-19,,Flecken Bovenden,14,4,3516
2020-06-19,,Samtgemeinde Dransfeld,12,0,3516
2020-06-19,,Stadt Duderstadt,38,4,3516
2020-06-19,,Gemeinde Friedland,2,0,3516
2020-06-19,,Samtgemeinde Gieboldehausen,36,15,3516
2020-06-19,,Gemeinde Gleichen,15,8,3516
2020-06-19,,Stadt Göttingen,472,191,3516
2020-06-19,,Stadt Hann. Münden,18,1,3516
2020-06-19,,Samtgemeinde Hattorf am Harz,43,1,3516
2020-06-19,,Stadt Herzberg am Harz,206,8,3516
2020-06-19,,Stadt Osterode am Harz,98,9,3516
2020-06-19,,Samtgemeinde Radolfshausen,4,0,3516
2020-06-19,,Gemeinde Rosdorf,34,1,3516
2020-06-19,,Gemeinde Staufenberg,6,1,3516
2020-06-19,,Gemeinde Walkenried,4,0,3516
2020-06-21,,Flecken Adelebsen,7,3,3520
2020-06-21,,Gemeinde Bad Grund (Harz),45,4,3520
2020-06-21,,Stadt Bad Lauterberg im Harz,83,3,3520
2020-06-21,,Stadt Bad Sachsa,76,2,3520
2020-06-21,,Flecken Bovenden,14,3,3520
2020-06-21,,Samtgemeinde Dransfeld,12,0,3520
2020-06-22,2020-07-03,Flecken Adelebsen,7,3,3521
2020-06-22,2020-07-03,Gemeinde Bad Grund (Harz),45,4,3521
2020-06-22,2020-07-03,Stadt Bad Lauterberg im Harz,83,3,3521
2020-06-22,2020-07-03,Stadt Bad Sachsa,76,2,3521
2020-06-22,2020-07-03,Flecken Bovenden,14,3,3521
2020-06-22,2020-07-03,Samtgemeinde Dransfeld,12,0,3521
2020-06-22,2020-07-03,Stadt Duderstadt,38,2,3521
2020-06-22,2020-07-03,Gemeinde Friedland,6,4,3521
2020-06-22,2020-07-03,Samtgemeinde Gieboldehausen,36,7,3521
2020-06-22,2020-07-03,Gemeinde Gleichen,15,7,3521
2020-06-22,2020-07-03,Stadt Göttingen,490,190,3521
2020-06-22,2020-07-03,Stadt Hann. Münden,18,1,3521
2020-06-22,2020-07-03,Samtgemeinde Hattorf am Harz,43,1,3521
2020-06-22,2020-07-03,Stadt Herzberg am Harz,206,8,3521
2020-06-22,2020-07-03,Stadt Osterode am Harz,99,10,3521
2020-06-22,2020-07-03,Samtgemeinde Radolfshausen,4,0,3521
2020-06-22,2020-07-03,Gemeinde Rosdorf,34,1,3521
2020-06-22,2020-07-03,Gemeinde Staufenberg,6,1,3521
2020-06-22,2020-07-03,Gemeinde Walkenried,4,0,3521
2020-06-23,2020-06-24,Flecken Adelebsen,6,2,3523
2020-06-23,2020-06-24,Gemeinde Bad Grund (Harz),45,4,3523
2020-06-23,2020-06-24,Stadt Bad Lauterberg im Harz,83,3,3523
2020-06-23,2020-06-24,Stadt Bad Sachsa,76,2,3523
2020-06-23,2020-06-24,Flecken Bovenden,14,3,3523
2020-06-23,2020-06-24,Samtgemeinde Dransfeld,12,0,3523
2020-06-23,2020-06-24,Stadt Duderstadt,38,2,3523
2020-06-23,2020-06-24,Gemeinde Friedland,22,20,3523
2020-06-23,2020-06-24,Samtgemeinde Gieboldehausen,36,7,3523
2020-06-23,2020-06-24,Gemeinde Gleichen,16,8,3523
2020-06-23,2020-06-24,Stadt Göttingen,496,195,3523
2020-06-23,2020-06-24,Stadt Hann. Münden,18,1,3523
2020-06-23,2020-06-24,Samtgemeinde Hattorf am Harz,43,1,3523
2020-06-23,2020-06-24,Stadt Herzberg am Harz,206,8,3523
2020-06-23,2020-06-24,Stadt Osterode am Harz,99,10,3523
2020-06-23,2020-06-24,Samtgemeinde Radolfshausen,4,0,3523
2020-06-23,2020-06-24,Gemeinde Rosdorf,34,1,3523
2020-06-23,2020-06-24,Gemeinde Staufenberg,6,1,3523
2020-06-23,2020-06-24,Gemeinde Walkenried,4,0,3523
2020-06-24,,Flecken Adelebsen,6,2,3528
2020-06-24,,Gemeinde Bad Grund (Harz),45,4,3528
2020-06-24,,Stadt Bad Lauterberg im Harz,83,3,3528
2020-06-24,,Stadt Bad Sachsa,76,2,3528
2020-06-24,,Flecken Bovenden,14,1,3528
2020-06-24,,Samtgemeinde Dransfeld,12,0,3528
2020-06-24,,Stadt Duderstadt,38,2,3528
2020-06-24,,Gemeinde Friedland,23,21,3528
2020-06-24,,Samtgemeinde Gieboldehausen,36,6,3528
2020-06-24,,Gemeinde Gleichen,16,6,3528
2020-06-24,,Stadt Göttingen,495,189,3528
2020-06-24,,Stadt Hann. Münden,18,1,3528
2020-06-24,,Samtgemeinde Hattorf am Harz,44,2,3528
2020-06-24,,Stadt Herzberg am Harz,206,8,3528
2020-06-24,,Stadt Osterode am Harz,99,10,3528
2020-06-24,,Samtgemeinde Radolfshausen,4,0,3528
2020-06-24,,Gemeinde Rosdorf,35,2,3528
2020-06-24,,Gemeinde Staufenberg,6,1,3528
2020-06-24,,Gemeinde Walkenried,4,0,3528
2020-06-25,2020-06-26,Flecken Adelebsen,6,2,3539
2020-06-25,2020-06-26,Gemeinde Bad Grund (Harz),45,4,3539
2020-06-25,2020-06-26,Stadt Bad Lauterberg im Harz,83,3,3539
2020-06-25,2020-06-26,Stadt Bad Sachsa,76,2,3539
2020-06-25,2020-06-26,Flecken Bovenden,14,1,3539
2020-06-25,2020-06-26,Samtgemeinde Dransfeld,12,0,3539
2020-06-25,2020-06-26,Stadt Duderstadt,38,0,3539
2020-06-25,2020-06-26,Gemeinde Friedland,23,21,3539
2020-06-25,2020-06-26,Samtgemeinde Gieboldehausen,36,5,3539
2020-06-25,2020-06-26,Gemeinde Gleichen,17,6,3539
2020-06-25,2020-06-26,Stadt Göttingen,495,175,3539
2020-06-25,2020-06-26,Stadt Hann. Münden,18,1,3539
2020-06-25,2020-06-26,Samtgemeinde Hattorf am Harz,43,1,3539
2020-06-25,2020-06-26,Stadt Herzberg am Harz,206,8,3539
2020-06-25,2020-06-26,Stadt Osterode am Harz,99,10,3539
2020-06-25,2020-06-26,Samtgemeinde Radolfshausen,4,0,3539
2020-06-25,2020-06-26,Gemeinde Rosdorf,35,2,3539
2020-06-25,2020-06-26,Gemeinde Staufenberg,6,1,3539
2020-06-25,2020-06-26,Gemeinde Walkenried,4,0,3539
2020-06-26,,Flecken Adelebsen,6,0,3544
2020-06-26,,Gemeinde Bad Grund (Harz),45,2,3544
2020-06-26,,Stadt Bad Lauterberg im Harz,83,1,3544
2020-06-26,,Stadt Bad Sachsa,76,1,3544
2020-06-26,,Flecken Bovenden,14,0,3544
2020-06-26,,Samtgemeinde Dransfeld,13,1,3544
2020-06-26,,Stadt Duderstadt,38,0,3544
2020-06-26,,Gemeinde Friedland,23,21,3544
2020-06-26,,Samtgemeinde Gieboldehausen,36,3,3544
2020-06-26,,Gemeinde Gleichen,17,6,3544
2020-06-26,,Stadt Göttingen,495,163,3544
2020-06-26,,Stadt Hann. Münden,18,1,3544
2020-06-26,,Samtgemeinde Hattorf am Harz,43,0,3544
2020-06-26,,Stadt Herzberg am Harz,206,0,3544
2020-06-26,,Stadt Osterode am Harz,100,5,3544
2020-06-26,,Samtgemeinde Radolfshausen,5,1,3544
2020-06-26,,Gemeinde Rosdorf,35,2,3544
2020-06-26,,Gemeinde Staufenberg,6,0,3544
2020-06-26,,Gemeinde Walkenried,4,0,3544
2020-06-27,2020-06-29,Flecken Adelebsen,6,0,3545
2020-06-27,2020-06-29,Gemeinde Bad Grund (Harz),45,0,3545
2020-06-27,2020-06-29,Stadt Bad Lauterberg im Harz,83,1,3545
2020-06-27,2020-06-29,Stadt Bad Sachsa,76,0,3545
2020-06-27,2020-06-29,Flecken Bovenden,14,0,3545
2020-06-27,2020-06-29,Samtgemeinde Dransfeld,13,1,3545
2020-06-27,2020-06-29,Stadt Duderstadt (38 / 0),,,3545
2020-06-27,2020-06-29,Gemeinde Friedland,47,45,3545
2020-06-27,2020-06-29,Samtgemeinde Gieboldehausen,36,3,3545
2020-06-27,2020-06-29,Gemeinde Gleichen,17,2,3545
2020-06-27,2020-06-29,Stadt Göttingen,498,154,3545
2020-06-27,2020-06-29,Stadt Hann. Münden,18,0,3545
2020-06-27,2020-06-29,Samtgemeinde Hattorf am Harz,43,0,3545
2020-06-27,2020-06-29,Stadt Herzberg am Harz,206,0,3545
2020-06-27,2020-06-29,Stadt Osterode am Harz,100,5,3545
2020-06-27,2020-06-29,Samtgemeinde Radolfshausen,5,1,3545
2020-06-27,2020-06-29,Gemeinde Rosdorf,36,3,3545
2020-06-27,2020-06-29,Gemeinde Staufenberg,6,0,3545
2020-06-27,2020-06-29,Gemeinde Walkenried (4 / 0),,,3545
2020-06-28,2020-06-29,Flecken Adelebsen,6,0,3546
2020-06-28,2020-06-29,Gemeinde Bad Grund (Harz),45,0,3546
2020-06-28,2020-06-29,Stadt Bad Lauterberg im Harz,83,1,3546
2020-06-28,2020-06-29,Stadt Bad Sachsa,76,0,3546
2020-06-28,2020-06-29,Flecken Bovenden,14,0,3546
2020-06-28,2020-06-29,Samtgemeinde Dransfeld,13,1,3546
2020-06-28,2020-06-29,Stadt Duderstadt,38,0,3546
2020-06-28,2020-06-29,Gemeinde Friedland,47,45,3546
2020-06-28,2020-06-29,Samtgemeinde Gieboldehausen,37,4,3546
2020-06-28,2020-06-29,Gemeinde Gleichen,17,2,3546
2020-06-28,2020-06-29,Stadt Göttingen,499,155,3546
2020-06-28,2020-06-29,Stadt Hann. Münden,18,0,3546
2020-06-28,2020-06-29,Samtgemeinde Hattorf am Harz,43,0,3546
2020-06-28,2020-06-29,Stadt Herzberg am Harz,206,0,3546
2020-06-28,2020-06-29,Stadt Osterode am Harz,100,4,3546
2020-06-28,2020-06-29,Samtgemeinde Radolfshausen,5,1,3546
2020-06-28,2020-06-29,Gemeinde Rosdorf,36,3,3546
2020-06-28,2020-06-29,Gemeinde Staufenberg,6,0,3546
2020-06-28,2020-06-29,Gemeinde Walkenried,4,0,3546
2020-06-29,2020-06-30,Flecken Adelebsen,6,0,3549
2020-06-29,2020-06-30,Gemeinde Bad Grund (Harz),45,0,3549
2020-06-29,2020-06-30,Stadt Bad Lauterberg im Harz,83,1,3549
2020-06-29,2020-06-30,Stadt Bad Sachsa,76,0,3549
2020-06-29,2020-06-30,Flecken Bovenden,14,0,3549
2020-06-29,2020-06-30,Samtgemeinde Dransfeld,13,1,3549
2020-06-29,2020-06-30,Stadt Duderstadt,38,0,3549
2020-06-29,2020-06-30,Gemeinde Friedland,47,45,3549
2020-06-29,2020-06-30,Samtgemeinde Gieboldehausen,37,4,3549
2020-06-29,2020-06-30,Gemeinde Gleichen,17,2,3549
2020-06-29,2020-06-30,Stadt Göttingen,499,154,3549
2020-06-29,2020-06-30,Stadt Hann. Münden,18,0,3549
2020-06-29,2020-06-30,Samtgemeinde Hattorf am Harz,43,0,3549
2020-06-29,2020-06-30,Stadt Herzberg am Harz,206,0,3549
2020-06-29,2020-06-30,Stadt Osterode am Harz,100,4,3549
2020-06-29,2020-06-30,Samtgemeinde Radolfshausen,5,1,3549
2020-06-29,2020-06-30,Gemeinde Rosdorf,36,3,3549
2020-06-29,2020-06-30,Gemeinde Staufenberg,6,0,3549
2020-06-29,2020-06-30,Gemeinde Walkenried,4,0,3549
