created,modified,gemeinde,faelle,infizierte,quelle
2020-12-07,,Stadt Göttingen,942,63,4138
2020-12-07,,Stadt Hann. Münden,229,49,4138
2020-12-07,,Samtgemeinde Hattorf am Harz,92,3,4138
2020-12-07,,Stadt Herzberg am Harz,296,4,4138
2020-12-07,,Stadt Osterode am Harz,172,11,4138
2020-12-07,,Samtgemeinde Radolfshausen,20,1,4138
2020-12-07,,Gemeinde Rosdorf,86,10,4138
2020-12-07,,Gemeinde Staufenberg,38,9,4138
2020-12-07,,Gemeinde Walkenried,17,11,4138
2020-12-09,,Flecken Adelebsen,30,13,4148
2020-12-09,,Gemeinde Bad Grund (Harz),79,3,4148
2020-12-09,,Stadt Bad Lauterberg im Harz,129,8,4148
2020-12-09,,Stadt Bad Sachsa,108,5,4148
2020-12-09,,Flecken Bovenden,54,6,4148
2020-12-09,,Samtgemeinde Dransfeld,33,6,4148
2020-12-09,,Stadt Duderstadt,218,17,4148
2020-12-09,,Gemeinde Friedland,76,4,4148
2020-12-09,,Samtgemeinde Gieboldehausen,91,3,4148
2020-12-09,,Gemeinde Gleichen,55,4,4148
2020-12-09,,Stadt Göttingen,968,82,4148
2020-12-09,,Stadt Hann. Münden,241,52,4148
2020-12-09,,Samtgemeinde Hattorf am Harz,92,3,4148
2020-12-09,,Stadt Herzberg am Harz,298,4,4148
2020-12-09,,Stadt Osterode am Harz,177,16,4148
2020-12-09,,Samtgemeinde Radolfshausen,20,1,4148
2020-12-09,,Gemeinde Rosdorf,86,7,4148
2020-12-09,,Gemeinde Staufenberg,39,9,4148
2020-12-09,,Gemeinde Walkenried,44,38,4148
2020-12-10,,Flecken Adelebsen,32,14,4155
2020-12-10,,Gemeinde Bad Grund (Harz),80,4,4155
2020-12-10,,Stadt Bad Lauterberg im Harz,130,9,4155
2020-12-10,,Stadt Bad Sachsa,108,5,4155
2020-12-10,,Flecken Bovenden,54,6,4155
2020-12-10,,Samtgemeinde Dransfeld,34,6,4155
2020-12-10,,Stadt Duderstadt,224,22,4155
2020-12-10,,Gemeinde Friedland,76,3,4155
2020-12-10,,Samtgemeinde Gieboldehausen,94,6,4155
2020-12-10,,Gemeinde Gleichen,56,5,4155
2020-12-10,,Stadt Göttingen,976,86,4155
2020-12-10,,Stadt Hann. Münden,247,52,4155
2020-12-10,,Samtgemeinde Hattorf am Harz,92,3,4155
2020-12-10,,Stadt Herzberg am Harz,298,4,4155
2020-12-10,,Stadt Osterode am Harz,178,15,4155
2020-12-10,,Samtgemeinde Radolfshausen,20,1,4155
2020-12-10,,Gemeinde Rosdorf,88,9,4155
2020-12-10,,Gemeinde Staufenberg,40,10,4155
2020-12-10,,Gemeinde Walkenried,45,39,4155
2020-12-11,,Flecken Adelebsen,32,14,4159
2020-12-11,,Gemeinde Bad Grund (Harz),80,4,4159
2020-12-11,,Stadt Bad Lauterberg im Harz,130,9,4159
2020-12-11,,Stadt Bad Sachsa,108,2,4159
2020-12-11,,Flecken Bovenden,54,6,4159
2020-12-11,,Samtgemeinde Dransfeld,34,6,4159
2020-12-11,,Stadt Duderstadt,228,23,4159
2020-12-11,,Gemeinde Friedland,76,3,4159
2020-12-11,,Samtgemeinde Gieboldehausen,101,13,4159
2020-12-11,,Gemeinde Gleichen,57,6,4159
2020-12-11,,Stadt Göttingen,987,89,4159
2020-12-11,,Stadt Hann. Münden,262,59,4159
2020-12-11,,Samtgemeinde Hattorf am Harz,92,3,4159
2020-12-11,,Stadt Herzberg am Harz,298,4,4159
2020-12-11,,Stadt Osterode am Harz,179,15,4159
2020-12-11,,Samtgemeinde Radolfshausen,20,1,4159
2020-12-11,,Gemeinde Rosdorf,88,8,4159
2020-12-11,,Gemeinde Staufenberg,41,9,4159
2020-12-11,,Gemeinde Walkenried,45,39,4159
2020-12-12,,Flecken Adelebsen,31,6,4160
2020-12-12,,Gemeinde Bad Grund (Harz),80,4,4160
2020-12-12,,Stadt Bad Lauterberg im Harz,130,8,4160
2020-12-12,,Stadt Bad Sachsa,108,2,4160
2020-12-12,,Flecken Bovenden,54,4,4160
2020-12-12,,Samtgemeinde Dransfeld,35,4,4160
2020-12-12,,Stadt Duderstadt,240,33,4160
2020-12-12,,Gemeinde Friedland,79,6,4160
2020-12-12,,Samtgemeinde Gieboldehausen,102,14,4160
2020-12-12,,Gemeinde Gleichen,58,6,4160
2020-12-12,,Stadt Göttingen,1000,91,4160
2020-12-12,,Stadt Hann. Münden,281,66,4160
2020-12-12,,Samtgemeinde Hattorf am Harz,92,3,4160
2020-12-12,,Stadt Herzberg am Harz,298,4,4160
2020-12-12,,Stadt Osterode am Harz,179,14,4160
2020-12-12,,Samtgemeinde Radolfshausen,20,1,4160
2020-12-12,,Gemeinde Rosdorf,89,6,4160
2020-12-12,,Gemeinde Staufenberg,41,7,4160
2020-12-12,,Gemeinde Walkenried,45,39,4160
2020-12-13,,Flecken Adelebsen,32,7,4161
2020-12-13,,Gemeinde Bad Grund (Harz),80,4,4161
2020-12-13,,Stadt Bad Lauterberg im Harz,130,8,4161
2020-12-13,,Stadt Bad Sachsa,110,4,4161
2020-12-13,,Flecken Bovenden,56,6,4161
2020-12-13,,Samtgemeinde Dransfeld,37,6,4161
2020-12-13,,Stadt Duderstadt,243,36,4161
2020-12-13,,Gemeinde Friedland,79,6,4161
2020-12-13,,Samtgemeinde Gieboldehausen,104,16,4161
2020-12-13,,Gemeinde Gleichen,64,12,4161
2020-12-13,,Stadt Göttingen,1010,101,4161
2020-12-13,,Stadt Hann. Münden,290,75,4161
2020-12-13,,Samtgemeinde Hattorf am Harz,92,3,4161
2020-12-13,,Stadt Herzberg am Harz,299,5,4161
2020-12-13,,Stadt Osterode am Harz,183,18,4161
2020-12-13,,Samtgemeinde Radolfshausen,21,2,4161
2020-12-13,,Gemeinde Rosdorf,89,6,4161
2020-12-13,,Gemeinde Staufenberg,42,8,4161
2020-12-13,,Gemeinde Walkenried,46,40,4161
2020-12-14,,Flecken Adelebsen,32,7,4163
2020-12-14,,Gemeinde Bad Grund (Harz),80,4,4163
2020-12-14,,Stadt Bad Lauterberg im Harz,130,8,4163
2020-12-14,,Stadt Bad Sachsa,110,4,4163
2020-12-14,,Flecken Bovenden,56,6,4163
2020-12-14,,Samtgemeinde Dransfeld,37,6,4163
2020-12-14,,Stadt Duderstadt,244,37,4163
2020-12-14,,Gemeinde Friedland,79,6,4163
2020-12-14,,Samtgemeinde Gieboldehausen,104,16,4163
2020-12-14,,Gemeinde Gleichen,64,12,4163
2020-12-14,,Stadt Göttingen,1013,104,4163
2020-12-14,,Stadt Hann. Münden,297,82,4163
2020-12-14,,Samtgemeinde Hattorf am Harz,92,3,4163
2020-12-14,,Stadt Herzberg am Harz,299,5,4163
2020-12-14,,Stadt Osterode am Harz,183,18,4163
2020-12-14,,Samtgemeinde Radolfshausen,21,2,4163
2020-12-14,,Gemeinde Rosdorf,89,6,4163
2020-12-14,,Gemeinde Staufenberg,42,8,4163
2020-12-14,,Gemeinde Walkenried,46,40,4163
2020-12-15,,Flecken Adelebsen,32,5,4168
2020-12-15,,Gemeinde Bad Grund (Harz),80,4,4168
2020-12-15,,Stadt Bad Lauterberg im Harz,132,6,4168
2020-12-15,,Stadt Bad Sachsa,111,5,4168
2020-12-15,,Flecken Bovenden,57,7,4168
2020-12-15,,Samtgemeinde Dransfeld,38,7,4168
2020-12-15,,Stadt Duderstadt,244,34,4168
2020-12-15,,Gemeinde Friedland,79,6,4168
2020-12-15,,Samtgemeinde Gieboldehausen,105,16,4168
2020-12-15,,Gemeinde Gleichen,64,10,4168
2020-12-15,,Stadt Göttingen,1013,88,4168
2020-12-15,,Stadt Hann. Münden,299,71,4168
2020-12-15,,Samtgemeinde Hattorf am Harz,92,3,4168
2020-12-15,,Stadt Herzberg am Harz,299,4,4168
2020-12-15,,Stadt Osterode am Harz,184,18,4168
2020-12-15,,Samtgemeinde Radolfshausen,21,1,4168
2020-12-15,,Gemeinde Rosdorf,89,3,4168
2020-12-15,,Gemeinde Staufenberg,42,8,4168
2020-12-15,,Gemeinde Walkenried,46,36,4168
2020-12-16,,Flecken Adelebsen,34,6,4173
2020-12-16,,Gemeinde Bad Grund (Harz),80,4,4173
2020-12-16,,Stadt Bad Lauterberg im Harz,132,6,4173
2020-12-16,,Stadt Bad Sachsa,111,5,4173
2020-12-16,,Flecken Bovenden,60,10,4173
2020-12-16,,Samtgemeinde Dransfeld,40,9,4173
2020-12-16,,Stadt Duderstadt,251,37,4173
2020-12-16,,Gemeinde Friedland,79,6,4173
2020-12-16,,Samtgemeinde Gieboldehausen,105,15,4173
2020-12-16,,Gemeinde Gleichen,64,10,4173
2020-12-16,,Stadt Göttingen,1028,92,4173
2020-12-16,,Stadt Hann. Münden,304,65,4173
2020-12-16,,Samtgemeinde Hattorf am Harz,92,3,4173
2020-12-16,,Stadt Herzberg am Harz,302,7,4173
2020-12-16,,Stadt Osterode am Harz,185,17,4173
2020-12-16,,Samtgemeinde Radolfshausen,21,1,4173
2020-12-16,,Gemeinde Rosdorf,90,4,4173
2020-12-16,,Gemeinde Staufenberg,48,14,4173
2020-12-16,,Gemeinde Walkenried,46,36,4173
2020-12-17,,Flecken Adelebsen,37,8,4183
2020-12-17,,Gemeinde Bad Grund (Harz),80,3,4183
2020-12-17,,Stadt Bad Lauterberg im Harz,133,7,4183
2020-12-17,,Stadt Bad Sachsa,111,5,4183
2020-12-17,,Flecken Bovenden,62,12,4183
2020-12-17,,Samtgemeinde Dransfeld,43,11,4183
2020-12-17,,Stadt Duderstadt,255,38,4183
2020-12-17,,Gemeinde Friedland,79,5,4183
2020-12-17,,Samtgemeinde Gieboldehausen,106,15,4183
2020-12-17,,Gemeinde Gleichen,63,7,4183
2020-12-17,,Stadt Göttingen,1039,92,4183
2020-12-17,,Stadt Hann. Münden,315,73,4183
2020-12-17,,Samtgemeinde Hattorf am Harz,92,3,4183
2020-12-17,,Stadt Herzberg am Harz,302,7,4183
2020-12-17,,Stadt Osterode am Harz,187,17,4183
2020-12-17,,Samtgemeinde Radolfshausen,21,1,4183
2020-12-17,,Gemeinde Rosdorf,90,4,4183
2020-12-17,,Gemeinde Staufenberg,50,14,4183
2020-12-17,,Gemeinde Walkenried,46,36,4183
2020-12-18,,Flecken Adelebsen,40,10,4188
2020-12-18,,Gemeinde Bad Grund (Harz),80,3,4188
2020-12-18,,Stadt Bad Lauterberg im Harz,133,6,4188
2020-12-18,,Stadt Bad Sachsa,111,4,4188
2020-12-18,,Flecken Bovenden,63,12,4188
2020-12-18,,Samtgemeinde Dransfeld,46,13,4188
2020-12-18,,Stadt Duderstadt,263,44,4188
2020-12-18,,Gemeinde Friedland,79,5,4188
2020-12-18,,Samtgemeinde Gieboldehausen,108,15,4188
2020-12-18,,Gemeinde Gleichen,65,9,4188
2020-12-18,,Stadt Göttingen,1059,102,4188
2020-12-18,,Stadt Hann. Münden,321,69,4188
2020-12-18,,Samtgemeinde Hattorf am Harz,92,3,4188
2020-12-18,,Stadt Herzberg am Harz,303,8,4188
2020-12-18,,Stadt Osterode am Harz,187,16,4188
2020-12-18,,Samtgemeinde Radolfshausen,23,3,4188
2020-12-18,,Gemeinde Rosdorf,92,6,4188
2020-12-18,,Gemeinde Staufenberg,51,14,4188
2020-12-18,,Gemeinde Walkenried,47,36,4188
2020-12-19,,Flecken Adelebsen,40,10,4189
2020-12-19,,Gemeinde Bad Grund (Harz),80,3,4189
2020-12-19,,Stadt Bad Lauterberg im Harz,134,7,4189
2020-12-19,,Stadt Bad Sachsa,113,5,4189
2020-12-19,,Flecken Bovenden,64,12,4189
2020-12-19,,Samtgemeinde Dransfeld,46,12,4189
2020-12-19,,Stadt Duderstadt,318,88,4189
2020-12-19,,Gemeinde Friedland,79,4,4189
2020-12-19,,Samtgemeinde Gieboldehausen,108,9,4189
2020-12-19,,Gemeinde Gleichen,66,6,4189
2020-12-19,,Stadt Göttingen,1069,87,4189
2020-12-19,,Stadt Hann. Münden,325,50,4189
2020-12-19,,Samtgemeinde Hattorf am Harz,93,4,4189
2020-12-19,,Stadt Herzberg am Harz,305,10,4189
2020-12-19,,Stadt Osterode am Harz,188,16,4189
2020-12-19,,Samtgemeinde Radolfshausen,25,5,4189
2020-12-19,,Gemeinde Rosdorf,94,7,4189
2020-12-19,,Gemeinde Staufenberg,55,15,4189
2020-12-19,,Gemeinde Walkenried,48,37,4189
2020-12-20,,Flecken Adelebsen,42,12,4190
2020-12-20,,Gemeinde Bad Grund (Harz),80,3,4190
2020-12-20,,Stadt Bad Lauterberg im Harz,135,7,4190
2020-12-20,,Stadt Bad Sachsa,112,4,4190
2020-12-20,,Flecken Bovenden,65,13,4190
2020-12-20,,Samtgemeinde Dransfeld,47,13,4190
2020-12-20,,Stadt Duderstadt,329,99,4190
2020-12-20,,Gemeinde Friedland,79,4,4190
2020-12-20,,Samtgemeinde Gieboldehausen,108,9,4190
2020-12-20,,Gemeinde Gleichen,67,7,4190
2020-12-20,,Stadt Göttingen,1090,108,4190
2020-12-20,,Stadt Hann. Münden,349,73,4190
2020-12-20,,Samtgemeinde Hattorf am Harz,93,4,4190
2020-12-20,,Stadt Herzberg am Harz,305,10,4190
2020-12-20,,Stadt Osterode am Harz,188,16,4190
2020-12-20,,Samtgemeinde Radolfshausen,25,5,4190
2020-12-20,,Gemeinde Rosdorf,94,7,4190
2020-12-20,,Gemeinde Staufenberg,56,16,4190
2020-12-20,,Gemeinde Walkenried,48,37,4190
2020-12-21,,Flecken Adelebsen,42,12,4192
2020-12-21,,Gemeinde Bad Grund (Harz),80,3,4192
2020-12-21,,Stadt Bad Lauterberg im Harz,135,7,4192
2020-12-21,,Stadt Bad Sachsa,112,4,4192
2020-12-21,,Flecken Bovenden,66,12,4192
2020-12-21,,Samtgemeinde Dransfeld,47,12,4192
2020-12-21,,Stadt Duderstadt,330,99,4192
2020-12-21,,Gemeinde Friedland,79,4,4192
2020-12-21,,Samtgemeinde Gieboldehausen,108,8,4192
2020-12-21,,Gemeinde Gleichen,67,5,4192
2020-12-21,,Stadt Göttingen,1091,101,4192
2020-12-21,,Stadt Hann. Münden,353,70,4192
2020-12-21,,Samtgemeinde Hattorf am Harz,93,4,4192
2020-12-21,,Stadt Herzberg am Harz,305,10,4192
2020-12-21,,Stadt Osterode am Harz,189,16,4192
2020-12-21,,Samtgemeinde Radolfshausen,25,5,4192
2020-12-21,,Gemeinde Rosdorf,94,6,4192
2020-12-21,,Gemeinde Staufenberg,57,16,4192
2020-12-21,,Gemeinde Walkenried,48,36,4192
2020-12-22,,Flecken Adelebsen,42,12,4197
2020-12-22,,Gemeinde Bad Grund (Harz),80,3,4197
2020-12-22,,Stadt Bad Lauterberg im Harz,135,6,4197
2020-12-22,,Stadt Bad Sachsa,112,4,4197
2020-12-22,,Flecken Bovenden,66,12,4197
2020-12-22,,Samtgemeinde Dransfeld,47,12,4197
2020-12-22,,Stadt Duderstadt,336,102,4197
2020-12-22,,Gemeinde Friedland,79,3,4197
2020-12-22,,Samtgemeinde Gieboldehausen,112,11,4197
2020-12-22,,Gemeinde Gleichen,67,5,4197
2020-12-22,,Stadt Göttingen,1104,108,4197
2020-12-22,,Stadt Hann. Münden,353,66,4197
2020-12-22,,Samtgemeinde Hattorf am Harz,93,3,4197
2020-12-22,,Stadt Herzberg am Harz,306,11,4197
2020-12-22,,Stadt Osterode am Harz,189,14,4197
2020-12-22,,Samtgemeinde Radolfshausen,26,6,4197
2020-12-22,,Gemeinde Rosdorf,94,6,4197
2020-12-22,,Gemeinde Staufenberg,57,15,4197
2020-12-22,,Gemeinde Walkenried,48,36,4197
2020-12-23,,Flecken Adelebsen,42,12,4201
2020-12-23,,Gemeinde Bad Grund (Harz),80,3,4201
2020-12-23,,Stadt Bad Lauterberg im Harz,137,8,4201
2020-12-23,,Stadt Bad Sachsa,112,4,4201
2020-12-23,,Flecken Bovenden,66,12,4201
2020-12-23,,Samtgemeinde Dransfeld,47,12,4201
2020-12-23,,Stadt Duderstadt,377,141,4201
2020-12-23,,Gemeinde Friedland,80,4,4201
2020-12-23,,Samtgemeinde Gieboldehausen,116,15,4201
2020-12-23,,Gemeinde Gleichen,68,5,4201
2020-12-23,,Stadt Göttingen,1122,120,4201
2020-12-23,,Stadt Hann. Münden,363,70,4201
2020-12-23,,Samtgemeinde Hattorf am Harz,94,3,4201
2020-12-23,,Stadt Herzberg am Harz,307,10,4201
2020-12-23,,Stadt Osterode am Harz,190,15,4201
2020-12-23,,Samtgemeinde Radolfshausen,27,7,4201
2020-12-23,,Gemeinde Rosdorf,96,8,4201
2020-12-23,,Gemeinde Staufenberg,61,19,4201
2020-12-23,,Gemeinde Walkenried,49,36,4201
2020-12-24,2020-12-28,Flecken Adelebsen,43,7,4203
2020-12-24,2020-12-28,Gemeinde Bad Grund (Harz),80,3,4203
2020-12-24,2020-12-28,Stadt Bad Lauterberg im Harz,137,8,4203
2020-12-24,2020-12-28,Stadt Bad Sachsa,113,4,4203
2020-12-24,2020-12-28,Flecken Bovenden,66,8,4203
2020-12-24,2020-12-28,Samtgemeinde Dransfeld,48,9,4203
2020-12-24,2020-12-28,Stadt Duderstadt,411,166,4203
2020-12-24,2020-12-28,Gemeinde Friedland,80,2,4203
2020-12-24,2020-12-28,Samtgemeinde Gieboldehausen,119,17,4203
2020-12-24,2020-12-28,Gemeinde Gleichen,69,5,4203
2020-12-24,2020-12-28,Stadt Göttingen,1146,124,4203
2020-12-24,2020-12-28,Stadt Hann. Münden,373,67,4203
2020-12-24,2020-12-28,Samtgemeinde Hattorf am Harz,95,4,4203
2020-12-24,2020-12-28,Stadt Herzberg am Harz,310,13,4203
2020-12-24,2020-12-28,Stadt Osterode am Harz,191,13,4203
2020-12-24,2020-12-28,Samtgemeinde Radolfshausen,28,7,4203
2020-12-24,2020-12-28,Gemeinde Rosdorf,96,8,4203
2020-12-24,2020-12-28,Gemeinde Staufenberg,61,17,4203
2020-12-24,2020-12-28,Gemeinde Walkenried,49,34,4203
2020-12-25,2020-12-28,Flecken Adelebsen,47,11,4204
2020-12-25,2020-12-28,Gemeinde Bad Grund (Harz),81,4,4204
2020-12-25,2020-12-28,Stadt Bad Lauterberg im Harz,137,8,4204
2020-12-25,2020-12-28,Stadt Bad Sachsa,113,4,4204
2020-12-25,2020-12-28,Flecken Bovenden,69,11,4204
2020-12-25,2020-12-28,Samtgemeinde Dransfeld,50,11,4204
2020-12-25,2020-12-28,Stadt Duderstadt,431,185,4204
2020-12-25,2020-12-28,Gemeinde Friedland,80,2,4204
2020-12-25,2020-12-28,Samtgemeinde Gieboldehausen,120,18,4204
2020-12-25,2020-12-28,Gemeinde Gleichen,71,7,4204
2020-12-25,2020-12-28,Stadt Göttingen,1153,131,4204
2020-12-25,2020-12-28,Stadt Hann. Münden,398,90,4204
2020-12-25,2020-12-28,Samtgemeinde Hattorf am Harz,95,4,4204
2020-12-25,2020-12-28,Stadt Herzberg am Harz,313,16,4204
2020-12-25,2020-12-28,Stadt Osterode am Harz,191,13,4204
2020-12-25,2020-12-28,Samtgemeinde Radolfshausen,30,9,4204
2020-12-25,2020-12-28,Gemeinde Rosdorf,96,8,4204
2020-12-25,2020-12-28,Gemeinde Staufenberg,63,19,4204
2020-12-25,2020-12-28,Gemeinde Walkenried,50,35,4204
2020-12-26,2020-12-28,Flecken Adelebsen,47,10,4205
2020-12-26,2020-12-28,Gemeinde Bad Grund (Harz),81,4,4205
2020-12-26,2020-12-28,Stadt Bad Lauterberg im Harz,137,8,4205
2020-12-26,2020-12-28,Stadt Bad Sachsa,113,3,4205
2020-12-26,2020-12-28,Flecken Bovenden,69,10,4205
2020-12-26,2020-12-28,Samtgemeinde Dransfeld,50,10,4205
2020-12-26,2020-12-28,Stadt Duderstadt,432,177,4205
2020-12-26,2020-12-28,Gemeinde Friedland,80,2,4205
2020-12-26,2020-12-28,Samtgemeinde Gieboldehausen,120,18,4205
2020-12-26,2020-12-28,Gemeinde Gleichen,71,7,4205
2020-12-26,2020-12-28,Stadt Göttingen,1159,129,4205
2020-12-26,2020-12-28,Stadt Hann. Münden,400,87,4205
2020-12-26,2020-12-28,Samtgemeinde Hattorf am Harz,96,5,4205
2020-12-26,2020-12-28,Stadt Herzberg am Harz,314,16,4205
2020-12-26,2020-12-28,Stadt Osterode am Harz,191,12,4205
2020-12-26,2020-12-28,Samtgemeinde Radolfshausen,30,8,4205
2020-12-26,2020-12-28,Gemeinde Rosdorf,96,8,4205
2020-12-26,2020-12-28,Gemeinde Staufenberg,63,17,4205
2020-12-26,2020-12-28,Gemeinde Walkenried,50,35,4205
2020-12-27,2020-12-28,Flecken Adelebsen,47,10,4206
2020-12-27,2020-12-28,Gemeinde Bad Grund (Harz),81,4,4206
2020-12-27,2020-12-28,Stadt Bad Lauterberg im Harz,137,8,4206
2020-12-27,2020-12-28,Stadt Bad Sachsa,113,3,4206
2020-12-27,2020-12-28,Flecken Bovenden,70,10,4206
2020-12-27,2020-12-28,Samtgemeinde Dransfeld,50,10,4206
2020-12-27,2020-12-28,Stadt Duderstadt,435,174,4206
2020-12-27,2020-12-28,Gemeinde Friedland,80,2,4206
2020-12-27,2020-12-28,Samtgemeinde Gieboldehausen,120,15,4206
2020-12-27,2020-12-28,Gemeinde Gleichen,71,6,4206
2020-12-27,2020-12-28,Stadt Göttingen,1168,129,4206
2020-12-27,2020-12-28,Stadt Hann. Münden,400,81,4206
2020-12-27,2020-12-28,Samtgemeinde Hattorf am Harz,97,6,4206
2020-12-27,2020-12-28,Stadt Herzberg am Harz,314,15,4206
2020-12-27,2020-12-28,Stadt Osterode am Harz,194,15,4206
2020-12-27,2020-12-28,Samtgemeinde Radolfshausen,31,7,4206
2020-12-27,2020-12-28,Gemeinde Rosdorf,96,6,4206
2020-12-27,2020-12-28,Gemeinde Staufenberg,63,17,4206
2020-12-27,2020-12-28,Gemeinde Walkenried,50,34,4206
2020-12-28,,Flecken Adelebsen,47,9,4207
2020-12-28,,Gemeinde Bad Grund (Harz),81,4,4207
2020-12-28,,Stadt Bad Lauterberg im Harz,138,9,4207
2020-12-28,,Stadt Bad Sachsa,113,3,4207
2020-12-28,,Flecken Bovenden,70,8,4207
2020-12-28,,Samtgemeinde Dransfeld,50,10,4207
2020-12-28,,Stadt Duderstadt,438,166,4207
2020-12-28,,Gemeinde Friedland,80,2,4207
2020-12-28,,Samtgemeinde Gieboldehausen,120,15,4207
2020-12-28,,Gemeinde Gleichen,71,6,4207
2020-12-28,,Stadt Göttingen,1.171,114,4207
2020-12-28,,Stadt Hann. Münden,401,76,4207
2020-12-28,,Samtgemeinde Hattorf am Harz,97,6,4207
2020-12-28,,Stadt Herzberg am Harz,316,17,4207
2020-12-28,,Stadt Osterode am Harz,194,13,4207
2020-12-28,,Samtgemeinde Radolfshausen,31,6,4207
2020-12-28,,Gemeinde Rosdorf,96,5,4207
2020-12-28,,Gemeinde Staufenberg,63,17,4207
2020-12-28,,Gemeinde Walkenried,50,33,4207
2021-01-01,,Flecken Adelebsen,57,15,4221
2021-01-01,,Gemeinde Bad Grund (Harz),81,4,4221
2021-01-01,,Stadt Bad Lauterberg im Harz,142,11,4221
2021-01-01,,Stadt Bad Sachsa,114,3,4221
2021-01-01,,Flecken Bovenden,75,11,4221
2021-01-01,,Samtgemeinde Dransfeld,54,10,4221
2021-01-01,,Stadt Duderstadt,484,175,4221
2021-01-01,,Gemeinde Friedland,79,2,4221
2021-01-01,,Samtgemeinde Gieboldehausen,137,26,4221
2021-01-01,,Gemeinde Gleichen,75,5,4221
2021-01-01,,Stadt Göttingen,1.237,135,4221
2021-01-01,,Stadt Hann. Münden,419,78,4221
2021-01-01,,Samtgemeinde Hattorf am Harz,97,22,4221
2021-01-01,,Stadt Herzberg am Harz,316,0,4221
2021-01-01,,Stadt Osterode am Harz,197,11,4221
2021-01-01,,Samtgemeinde Radolfshausen,31,5,4221
2021-01-01,,Gemeinde Rosdorf,99,6,4221
2021-01-01,,Gemeinde Staufenberg,71,18,4221
2021-01-01,,Gemeinde Walkenried,59,33,4221
2021-01-02,,Flecken Adelebsen,59,15,4222
2021-01-02,,Gemeinde Bad Grund (Harz),81,4,4222
2021-01-02,,Stadt Bad Lauterberg im Harz,144,12,4222
2021-01-02,,Stadt Bad Sachsa,114,3,4222
2021-01-02,,Flecken Bovenden,76,10,4222
2021-01-02,,Samtgemeinde Dransfeld,55,8,4222
2021-01-02,,Stadt Duderstadt,497,168,4222
2021-01-02,,Gemeinde Friedland,79,2,4222
2021-01-02,,Samtgemeinde Gieboldehausen,137,25,4222
2021-01-02,,Gemeinde Gleichen,75,5,4222
2021-01-02,,Stadt Göttingen,1.244,130,4222
2021-01-02,,Stadt Hann. Münden,421,74,4222
2021-01-02,,Samtgemeinde Hattorf am Harz,97,5,4222
2021-01-02,,Stadt Herzberg am Harz,315,12,4222
2021-01-02,,Stadt Osterode am Harz,200,14,4222
2021-01-02,,Samtgemeinde Radolfshausen,31,5,4222
2021-01-02,,Gemeinde Rosdorf,100,7,4222
2021-01-02,,Gemeinde Staufenberg,71,18,4222
2021-01-02,,Gemeinde Walkenried,59,32,4222
2021-01-03,,Flecken Adelebsen,60,15,4223
2021-01-03,,Gemeinde Bad Grund (Harz),81,4,4223
2021-01-03,,Stadt Bad Lauterberg im Harz,144,11,4223
2021-01-03,,Stadt Bad Sachsa,114,3,4223
2021-01-03,,Flecken Bovenden,78,9,4223
2021-01-03,,Samtgemeinde Dransfeld,55,8,4223
2021-01-03,,Stadt Duderstadt,503,169,4223
2021-01-03,,Gemeinde Friedland,79,2,4223
2021-01-03,,Samtgemeinde Gieboldehausen,138,24,4223
2021-01-03,,Gemeinde Gleichen,75,5,4223
2021-01-03,,Stadt Göttingen,1.263,138,4223
2021-01-03,,Stadt Hann. Münden,423,70,4223
2021-01-03,,Samtgemeinde Hattorf am Harz,97,5,4223
2021-01-03,,Stadt Herzberg am Harz,315,10,4223
2021-01-03,,Stadt Osterode am Harz,208,21,4223
2021-01-03,,Samtgemeinde Radolfshausen,31,5,4223
2021-01-03,,Gemeinde Rosdorf,100,7,4223
2021-01-03,,Gemeinde Staufenberg,71,17,4223
2021-01-03,,Gemeinde Walkenried,59,30,4223
2021-01-04,,Flecken Adelebsen,60,14,4224
2021-01-04,,Gemeinde Bad Grund (Harz),81,4,4224
2021-01-04,,Stadt Bad Lauterberg im Harz,144,11,4224
2021-01-04,,Stadt Bad Sachsa,114,3,4224
2021-01-04,,Flecken Bovenden,78,9,4224
2021-01-04,,Samtgemeinde Dransfeld,55,8,4224
2021-01-04,,Stadt Duderstadt,502,163,4224
2021-01-04,,Gemeinde Friedland,78,1,4224
2021-01-04,,Samtgemeinde Gieboldehausen,138,24,4224
2021-01-04,,Gemeinde Gleichen,75,5,4224
2021-01-04,,Stadt Göttingen,1.267,139,4224
2021-01-04,,Stadt Hann. Münden,423,69,4224
2021-01-04,,Samtgemeinde Hattorf am Harz,98,6,4224
2021-01-04,,Stadt Herzberg am Harz,315,10,4224
2021-01-04,,Stadt Osterode am Harz,207,20,4224
2021-01-04,,Samtgemeinde Radolfshausen,31,3,4224
2021-01-04,,Gemeinde Rosdorf,101,8,4224
2021-01-04,,Gemeinde Staufenberg,71,16,4224
2021-01-04,,Gemeinde Walkenried,59,30,4224
2021-01-05,,Flecken Adelebsen,60,14,4228
2021-01-05,,Gemeinde Bad Grund (Harz),81,4,4228
2021-01-05,,Stadt Bad Lauterberg im Harz,145,12,4228
2021-01-05,,Stadt Bad Sachsa,114,3,4228
2021-01-05,,Flecken Bovenden,79,9,4228
2021-01-05,,Samtgemeinde Dransfeld,55,8,4228
2021-01-05,,Stadt Duderstadt,510,156,4228
2021-01-05,,Gemeinde Friedland,78,1,4228
